24Brands, shop, http://www1.belboon.de/adtracking/0388b1092b5f03751a00497b.html
AFEW, shoes, http://www1.belboon.de/adtracking/0388b1092b5f03dd94004d59.html
AliExpress, commerce, http://track.webgains.com/click.html?wglinkid=383099&wgcampaignid=191245&js=0
Amazon, commerce, https://www.amazon.de/
AMPLID, sport, http://www1.belboon.de/adtracking/0388b1092b5f04616600492a.html
ANTON, baby, #
AS, topshops, http://www1.belboon.de/adtracking/0388b1092b5f0469b1005395.html
Flaschenmilch, baby, http://www.flaschenmilch.de/
BabyNeo, baby, http://www.babyneo.de/
BabyOnlineShop, baby, http://www.babyonlineshop.de/
BabySHop, baby, http://www1.belboon.de/adtracking/0388b1092b5f00a95000268b.html
baden, topshops, http://www1.belboon.de/adtracking/0388b1092b5f028e07004225.html
BagofSWEETS, shop, http://www1.belboon.de/adtracking/0388b1092b5f044c09005296.html
BavariaShop, gifts, http://track.webgains.com/click.html?wglinkid=531927&wgprogramid=10971&wgcampaignid=191245&wgtarget=http://www.bavariashop.com/bayern
BERLINER, shop, https://www.adcell.de/promotion/click/promoId/44370/slotId/70873
Berndt, shop, http://www.wohnkultur-berndt.de
BESTE, topshops, https://www.adcell.de/promotion/click/promoId/110982/slotId/70873
Best, topshops, http://www1.belboon.de/adtracking/0388b1092b5f039a4f004ada.html
Biert, topshops, http://www1.belboon.de/adtracking/0388b1092b5f0459c1005385.html
BIKEInn, sport, http://www1.belboon.de/adtracking/0388b1092b5f034ac200485a.html
, topshops, http://www1.belboon.de/adtracking/0388b1092b5f03e186004d7b.html
BRANDLOTS, shop, http://www1.belboon.de/adtracking/0388b1092b5f038169004944.html
BRILORO, shop, http://www.briloro.de
BRUNOS, shop, http://www1.belboon.de/adtracking/0388b1092b5f04079c004f2e.html
BUCK, shop, https://www.adcell.de/promotion/click/promoId/66619/slotId/70873
Danto, shop, http://www.danto.de/
CR7, shop, https://de.cr7underwear.com
DALEUS, shop,  #
Dawanda, commerce, http://de.dawanda.com
DeBREUN, shop, http://www1.belboon.de/adtracking/0388b1092b5f0464200053a8.html
DEISGNER, shop, http://www1.belboon.de/adtracking/0388b1092b5f024df8003fb1.html
DELINDSAY, shop, https://www.adcell.de/promotion/click/promoId/108060/slotId/70873
DER, topshops, http://www1.belboon.de/adtracking/0388b1092b5f0388ff00406b.html
DirndlFest, shop, http://track.webgains.com/click.html?wglinkid=502945&wgcampaignid=191245&js=0
Dogo, shoes, https://www.dogo-shoes.com/
DrOetker, shop, http://www.oetker.de/
Aponeo1, pharmacy, http://www.aponeo.de/
duborg, baby, https://www.adcell.de/promotion/click/promoId/97381/slotId/70873
EroTrade, eroticism, https://www.adcell.de/promotion/click/promoId/128563/slotId/70873
FashionForHome, luxury, https://www.fashionforhome.de/
FITNESS, sport, https://www.adcell.de/promotion/click/promoId/128117/slotId/70873
Geschenke24, gifts, http://track.webgains.com/click.html?wglinkid=239615&wgcampaignid=191245&js=0
GETAMBER, shop, http://www1.belboon.de/adtracking/0388b1092b5f0478da0054af.html
HEMDEN, shop, http://www1.belboon.de/adtracking/0388b1092b5f02bb2500436b.html
HOCHZEITSWESTEN, shop, https://www.adcell.de/promotion/click/promoId/100786/slotId/70873
JK, sport, jk-sportvertrieb.de
KingDampf, shop, http://kingdampf.de
KofferKult, topshops, https://www.adcell.de/promotion/click/promoId/128345/slotId/70873
LUXURY, luxury, http://www1.belboon.de/adtracking/0388b1092b5f046a510053a7.html
MARKEN, shop, http://www.marken.deals
MEGA, commerce, https://www.adcell.de/promotion/click/promoId/74757/slotId/70873
Mein, gifts, https://www.adcell.de/promotion/click/promoId/129053/slotId/70873
Mein, topshops, https://www.adcell.de/promotion/click/promoId/129057/slotId/70873
Maedl_motorradhelm, shop, http://track.webgains.com/click.html?wglinkid=152840&wgcampaignid=191245
MotorradParts24, shop, http://track.webgains.com/click.html?wglinkid=179327&wgprogramid=5539&wgcampaignid=191245&wgtarget=http://www.motorradparts24.de/index.php
myBOSHI, shop, https://www.adcell.de/promotion/click/promoId/127208/slotId/70873
Nike, sport, http://track.webgains.com/click.html?wglinkid=296201&wgcampaignid=191245&js=0
One, games, http://www1.belboon.de/adtracking/0388b1092b5f046d86004154.html
OUTLET46, shop, https://www.adcell.de/promotion/click/promoId/106256/slotId/70873
PAPA, shop, https://www.adcell.de/promotion/click/promoId/93913/slotId/70873
, topshops, http://www.protein-projekt.de
QUADOCA, shop, #
RADBAG, commerce, http://www1.belboon.de/adtracking/0388b1092b5f0361f70048f3.html
RECORDING, shop, https://www.adcell.de/promotion/click/promoId/118962/slotId/70873
reduxan, topshops, https://www.adcell.de/promotion/click/promoId/108272/slotId/70873
REINE, shop, https://www.adcell.de/promotion/click/promoId/127722/slotId/70873
RESTPOSTEN, commerce, https://www.adcell.de/promotion/click/promoId/100240/slotId/70873
, baby, https://www.adcell.de/promotion/click/promoId/109893/slotId/70873
SackIt, shop, #
Seiffen, clocks, www.schauwerkstatt.de
ebay, commerce, http://www.ebay.de/
Seuren, topshops, https://www.adcell.de/promotion/click/promoId/126028/slotId/70873
SinEros, eroticism, http://www1.belboon.de/adtracking/0388b1092b5f00d929002a95.html
 Solar Cosa  , shop, https://www.adcell.de/promotion/click/promoId/106652/slotId/70873
Spiegelau, topshops, http://www1.belboon.de/adtracking/0388b1092b5f047f0b004f34.html
Sportlerbedarf, topshops, http://www.sportler-bedarf.com
Steiner, gifts, https://www.adcell.de/promotion/click/promoId/128921/slotId/70873
, glasses, http://www1.belboon.de/adtracking/0388b1092b5f03feff004d4e.html
Technikhelden, shop, https://www.adcell.de/promotion/click/promoId/128641/slotId/70873
, animals, https://www.adcell.de/promotion/click/promoId/119520/slotId/70873
, shop, #
TONI, shop, https://www.adcell.de/promotion/click/promoId/128598/slotId/70873
TUNINGSHOPMYG, shop, https://www.adcell.de/promotion/click/promoId/110523/slotId/70873
Twenty, shop, http://www1.belboon.de/adtracking/0388b1092b5f045f050053be.html
, topshops, https://www.adcell.de/promotion/click/promoId/116127/slotId/70873
Uhr, topshops, http://www1.belboon.de/adtracking/0388b1092b5f010a8c002ed3.html
Eble, topshops, http://www1.belboon.de/adtracking/0388b1092b5f040821004f2b.html
X, sport, https://www.adcell.de/promotion/click/promoId/94406/slotId/70873
YACKFOU, shop, https://www.adcell.de/promotion/click/promoId/111087/slotId/70873
, animals, https://www.adcell.de/promotion/click/promoId/90744/slotId/70873
Autoteile, shop, https://www.autoteile-meile.de/?Country=ATDE&ID=aff_atm_de_affilinet&contractid=715834
CampDavid, shop, http://www.campdavid.de/?utm_source=affiliate&utm_campaign=affilinet&utm_term=715834&utm_content=1&1
EDELSTEINE, jewelleries, http://www.edelsteine.de/shop/index.php?ref=100
1art1, art, http://www.1art1.de/neu
, shoes, http://tracking.metalyzer.com/deichmann/de/click.php?kid=1237&dlid=1&conid=11837&fwid=311771&ref=715834&affmt=2&affmn=104
Notebooksandmore, shop, http://www.notebooksandmore.de/studentenprogramm/
MS, shop, http://www.mistergrip.de
Plus, shop, http://track.tnm.de/wa/ad?cid=a2e00af7-be22-4fff-9ce8-0efa20d1828e&ref=715834&affmt=2&affmn=115
ArsVivendi, fantasy, http://www.ars-vivendi.de/affilinet
Otto, shop, https://www.otto.de/extern/?page=&IWL=054&AffiliateID=LA992&campid=LA10007&bfinfo=715834&ActionID=715834&affmt=1&affmn=31
Promondo, shop, http://www.promondo.de?websale8=promondo&site=14747&partnerid=715834
TASCHENKAUFHAUS, topshops, http://www.taschenkaufhaus.de?ref=affili&affmt=1&affmn=232
Rossmann, topshops, https://www.rossmann.de/einkaufsportal/angebote/neuheiten.html?campaign=affiliate/affilinet/Neuheiten/sky/120x600&Partnerid=1003&Dynamicid=715834&affmt=1&affmn=123
Elbenwald, fantasy, http://www.elbenwald.de/Sesamstrasse&utm_souce=affilinet&utm_medium=banner&utm_campaign=sesamstraÃe-shirts
MIRAPODO, shoes, http://www.mirapodo.de/sale/1/?mc=DEU_MPD_ONL_AFF_affilinet_banner_sale_000.715834
, topshops, http://a.nonstoppartner.net/a/?i=click&client=karstadt&camp=sport&l=de&nw=3iel&ref=715834&affmt=1&affmn=289
GERRY, shop, http://t.naytrack.de/gw/r?nayk=147&naynw=3&ref=715834&affmt=1&affmn=3
shop, pharmacy, https://www.shop-apotheke.com/?campaign=affiliate/affilinet/715834/1-77&expa=afin&affmt=1&affmn=77
ToysRus, baby, http://tracking.metalyzer.com/toysrus/de/affiliate/click.php?kid=1770&dlid=1&conid=20954&fwid=1047108&par=a-aff&ref=715834&subid2=2&affmt=2&affmn=53
UHRENDIREKT, topshops, http://www.uhrendirect.de/cgi-bin/shop/front/shop_main.cgi?pid=12386
Unwago, shop, http://www.unwago.de
Falke, shop, https://www.falke.com/de_de/?falke_forcestore=de_de&utm_source=affilinet&utm_medium=affiliate&utm_content=a[refid]&utm_campaign=DE%20Affilinet 
Tchibo, shop, http://carat.adspirit.de/adclick.php?pid=386&wmid=4039&ord=[timestamp]&ref=715834
WhiskyWorls, shop, http://www.whiskyworld.de/index?campaign=affi&ref=715834&affmt=1&affmn=24
Galeria, shop, https://www.galeria-kaufhof.de/schmuck-shop/?refID=affilinet/affilinet_715834/Banner/Herbst_Schmuck&emsrc=aff
